Provider,PotentialFraud,phy_same,phy_count,period,periodadmt,age,alife,provider_InscClaimAmtReimbursed_mean,provider_DeductibleAmtPaid_mean,provider_NoOfMonths_PartACov_mean,provider_NoOfMonths_PartBCov_mean,provider_IPAnnualReimbursementAmt_mean,provider_IPAnnualDeductibleAmt_mean,provider_OPAnnualReimbursementAmt_mean,provider_OPAnnualDeductibleAmt_mean,provider_InscClaimAmtReimbursed_std,provider_DeductibleAmtPaid_std,provider_NoOfMonths_PartACov_std,provider_NoOfMonths_PartBCov_std,provider_IPAnnualReimbursementAmt_std,provider_IPAnnualDeductibleAmt_std,provider_OPAnnualReimbursementAmt_std,provider_OPAnnualDeductibleAmt_std,banel_InscClaimAmtReimbursed_mean,banel_DeductibleAmtPaid_mean,banel_NoOfMonths_PartACov_mean,banel_NoOfMonths_PartBCov_mean,banel_IPAnnualReimbursementAmt_mean,banel_IPAnnualDeductibleAmt_mean,banel_OPAnnualReimbursementAmt_mean,banel_OPAnnualDeductibleAmt_mean,banel_InscClaimAmtReimbursed_std,banel_DeductibleAmtPaid_std,banel_NoOfMonths_PartACov_std,banel_NoOfMonths_PartBCov_std,banel_IPAnnualReimbursementAmt_std,banel_IPAnnualDeductibleAmt_std,banel_OPAnnualReimbursementAmt_std,banel_OPAnnualDeductibleAmt_std,diag1_InscClaimAmtReimbursed_mean,diag1_DeductibleAmtPaid_mean,diag1_NoOfMonths_PartACov_mean,diag1_NoOfMonths_PartBCov_mean,diag1_IPAnnualReimbursementAmt_mean,diag1_IPAnnualDeductibleAmt_mean,diag1_OPAnnualReimbursementAmt_mean,diag1_OPAnnualDeductibleAmt_mean,diag1_InscClaimAmtReimbursed_std,diag1_DeductibleAmtPaid_std,diag1_NoOfMonths_PartACov_std,diag1_NoOfMonths_PartBCov_std,diag1_IPAnnualReimbursementAmt_std,diag1_IPAnnualDeductibleAmt_std,diag1_OPAnnualReimbursementAmt_std,diag1_OPAnnualDeductibleAmt_std
PRV51015,0,2.625,1.625,0.375,0.0,73.5,1.0,87.5,0.0,12.0,12.0,1186.25,267.0,1445.0,263.75,74.01737247816507,0.0,0.0,0.0,2232.3142219934643,494.3879332785425,1020.9939135120109,188.59915921642613,214.31944444444446,27.58730158730159,12.0,12.0,1186.25,267.0,1445.0,263.75,352.30376881434916,69.3111363442282,0.0,0.0,0.0,0.0,0.0,0.0,211.8979276614457,4.114950511634633,11.933061039770166,11.92875455801825,4079.71858791034,453.3016986148975,1882.1239551890417,523.8969729884994,429.0197590846639,31.630062477409055,0.7299805508062116,0.7137648773714282,9559.533879802906,843.0799402631469,2433.2382276194066,662.9442303139215
PRV51016,0,2.6666666666666665,1.1666666666666667,0.3333333333333333,0.0,72.16666666666667,1.0,28.333333333333332,0.0,12.0,12.0,0.0,0.0,878.3333333333334,295.0,37.638632635454044,0.0,0.0,0.0,0.0,0.0,1343.2708835773471,231.062762036638,153.44444444444446,2.5,12.0,12.0,0.0,0.0,878.3333333333334,295.0,290.0455255989019,7.3484692283495345,0.0,0.0,0.0,0.0,0.0,0.0,413.1832167817993,2.9089828032364635,11.978702664204059,11.945564522078302,5137.839231059589,561.3482083009646,3840.410544713395,1018.6026760404374,489.62364462556843,13.962959039892604,0.2886468944567342,0.48643695832310074,10900.89848456835,1104.236219346517,3256.5638366104226,891.8389786590504
PRV51017,0,2.7786407766990293,1.570873786407767,1.3572815533980582,0.0,73.99611650485437,0.9902912621359223,277.126213592233,2.0388349514563107,11.895145631067962,11.966990291262135,3322.7184466019417,385.4601941747573,2370.990291262136,689.3009708737864,570.1818038894332,12.043955109147062,1.086114934045451,0.558692948934926,7568.380388215772,736.0822439853227,4365.8439476683025,1135.7353746128165,694.3793523490411,53.29321613322263,11.895145631067962,11.966990291262135,3322.7184466019417,385.4601941747573,2370.990291262136,689.3009708737864,1234.1007802527893,116.69655994670048,0.0,0.0,0.0,0.0,0.0,0.0,699.0126375145543,48.70391533802539,11.935677745496449,11.934063971602942,4768.828972074424,527.666228249505,2395.657187575668,674.8248512782582,1347.1362652901284,104.49807606979877,0.650631464657654,0.5953118497265687,10351.055161030035,1019.0883400856998,2872.1181094761505,757.3780958689377
PRV51021,1,2.964980544747082,1.5214007782101167,2.0,0.5369649805447471,74.43190661478599,0.9961089494163424,1357.3151750972763,122.53696498054475,11.95330739299611,11.914396887159533,4886.964980544747,582.7859922178989,2695.0972762645915,770.0466926070039,4462.486890505436,338.03754586926453,0.7485394338621665,0.9725062891777475,10815.008963365455,999.2951993420238,4658.966834305287,1203.2058989679545,1236.835730468255,109.54284412212999,11.95330739299611,11.914396887159533,4886.964980544747,582.7859922178989,2695.0972762645915,770.0466926070039,1840.019036449947,173.11659611499624,0.0,0.0,0.0,0.0,0.0,0.0,1185.4407437378911,98.9155810556393,11.939878642510319,11.946663094020309,5547.179378065852,603.8759273450694,2405.456043514822,688.2916624229184,1905.035794536294,134.5190606328652,0.623636780249779,0.5367617637025486,10948.204937919105,1062.0100200315512,2936.3422565896985,797.9325109671831
PRV51023,0,2.611111111111111,1.8611111111111112,3.6666666666666665,0.8888888888888888,74.69444444444444,1.0,1822.5,246.39999999999998,12.0,12.0,5320.277777777777,843.4444444444445,2475.5555555555557,769.4444444444445,3084.698063483222,453.95122826913774,0.0,0.0,8000.246598381867,1189.0764349922877,4269.826657200463,1354.589963145294,1570.630704172371,155.72031024531026,12.0,12.0,5320.277777777777,843.4444444444445,2475.5555555555557,769.4444444444445,2361.5342201400795,266.30944001008726,0.0,0.0,0.0,0.0,0.0,0.0,1198.3753527090003,112.59527035253225,11.915982354135563,11.947000179586736,5836.47684330032,684.1370912809427,3018.704760979646,832.460214558324,2059.665820942779,167.66969318915983,0.7874208158083045,0.6068075660017889,11216.175496483,1218.193523895696,3522.806480129244,913.932569813808
PRV51024,0,2.717948717948718,1.641025641025641,1.641025641025641,1.0,69.84615384615384,1.0,1642.3076923076924,248.76923076923077,12.0,12.0,4566.666666666667,629.8461538461538,1973.076923076923,668.7179487179487,3334.4891990563538,454.7224984617403,0.0,0.0,6952.056997121649,907.484131758078,3646.1689727901608,991.0684810562033,877.020056740645,98.85291005291005,12.0,12.0,4566.666666666667,629.8461538461538,1973.076923076923,668.7179487179487,1551.1785005292004,196.89400882452733,0.0,0.0,0.0,0.0,0.0,0.0,1794.2304942115659,169.09708321350115,11.934826974121881,11.959888360874269,5679.0455464021425,634.8474406468132,1820.2725295942998,542.2520949101793,2783.419383021305,198.58688032392425,0.7347198463140473,0.4745535295827176,10306.383819771134,1067.9578951193382,2474.2662260949155,680.808647860801
PRV51025,0,2.67816091954023,1.6781609195402298,2.1724137931034484,1.0459770114942528,75.44827586206897,1.0,1360.344827586207,164.183908045977,12.0,12.0,4823.563218390805,552.4137931034483,2288.9655172413795,621.3793103448276,3052.031899721988,381.59562575913145,0.0,0.0,8696.344190067442,828.2637563240928,3361.467714625791,1005.9279788517307,931.3331384452074,98.74448259275847,12.0,12.0,4823.563218390805,552.4137931034483,2288.9655172413795,621.3793103448276,1442.595545362758,172.12807073393145,0.0,0.0,0.0,0.0,0.0,0.0,1255.1211601928392,115.27603671405086,11.928820658024595,11.926967170036905,5503.288784784805,609.7054376423984,2221.871090312306,632.827119322893,1947.6135169921206,157.78858575474018,0.7094702762795699,0.6620791158387552,10598.868054300432,1069.3088538182517,2913.5488259973095,771.5223650003247
PRV51026,0,2.8289473684210527,1.5526315789473684,1.0921052631578947,0.0,71.42105263157895,0.9868421052631579,261.05263157894734,4.473684210526316,11.68421052631579,12.0,3971.0526315789475,461.05263157894734,1811.578947368421,680.3947368421053,668.7831316600191,17.84337313717002,1.9336357900134795,0.0,9266.044330989338,900.713878280065,1612.6177911553862,696.0238325219882,755.302427427234,57.007149624970836,11.68421052631579,12.0,3971.0526315789475,461.05263157894734,1811.578947368421,680.3947368421053,1373.715478098813,119.11754939250321,0.0,0.0,0.0,0.0,0.0,0.0,646.5581746661135,46.30707369966094,11.943925748014342,11.946628736840017,4704.326008619294,502.21001113550875,1872.626356327135,551.5790274007601,1477.9304043287605,106.03737247609709,0.6318021676227695,0.5915242673919946,10496.453977062558,987.2942439573777,2391.443981446481,669.9462301019238
PRV51027,0,2.6037735849056602,1.528301886792453,2.1320754716981134,0.0,74.86792452830188,0.9811320754716981,563.0188679245283,0.0,11.773584905660377,11.962264150943396,6231.132075471698,705.2830188679245,3564.5283018867926,947.1698113207547,1044.0446219937528,0.0,1.6483267673842679,0.2747211278973779,10971.637851993544,1146.1332379480025,6245.201101041729,1841.8514695800511,1126.0314564890036,88.40537669877293,11.773584905660377,11.962264150943396,6231.132075471698,705.2830188679245,3564.5283018867926,947.1698113207547,1913.6028320895919,172.9237055114732,0.0,0.0,0.0,0.0,0.0,0.0,492.2190089115945,15.806312270798504,11.909292352092002,11.946555346366445,5061.231435781184,527.5258767862092,3292.7459333463494,895.9746473882801,894.2266367758992,70.21790035991097,0.7238632875432848,0.5538455767900835,10842.015144146426,1009.2725835020582,3364.6225884333153,889.7609862318636
PRV51029,0,2.7204301075268815,1.5268817204301075,0.6989247311827957,0.0,72.78494623655914,0.989247311827957,329.6774193548387,1.7204301075268817,11.741935483870968,11.978494623655914,3849.032258064516,409.03225806451616,1660.967741935484,493.1182795698925,618.3119580109661,11.76062479059555,1.750175306787317,0.20739033894608486,10114.278119538876,935.6532065146521,1669.563900697821,470.520014116259,568.3745221325867,40.63258682774812,11.741935483870968,11.978494623655914,3849.032258064516,409.03225806451616,1660.967741935484,493.1182795698925,1051.441898750489,90.0622225518978,0.0,0.0,0.0,0.0,0.0,0.0,578.5634028235211,44.66295399555776,11.732701439939598,11.930943763630948,4436.366862038395,502.28775190058803,1885.573815118904,548.0887995311462,1171.940893339857,113.27846566796673,0.8300793105679865,0.6493548981229441,9934.223008351531,944.5841206894193,2428.031394298739,664.9401243470151
PRV51030,0,2.3684210526315788,1.5497076023391814,3.198830409356725,2.216374269005848,73.70175438596492,0.9883040935672515,4326.081871345029,510.2823529411765,11.859649122807017,11.719298245614034,7453.333333333333,1009.4035087719299,2499.1812865497077,665.672514619883,6972.110860570218,533.8603990953458,1.293948764662943,1.8190597373845026,9591.52272766395,1126.9443098038967,4594.663071165294,1134.949072868389,2287.404912993773,225.44520015346967,11.859649122807017,11.719298245614034,7453.333333333333,1009.4035087719299,2499.1812865497077,665.672514619883,2436.1476514026335,301.3136218967781,0.0,0.0,0.0,0.0,0.0,0.0,2578.631375131717,270.9093585105627,11.928905595622942,11.930498236832703,7344.951104327537,827.1077909175943,2504.762982915715,704.6202852649839,3457.685799425603,235.22849557066115,0.7168477771788548,0.6719374917947616,11843.609198212434,1169.7711711493034,3212.5804031666576,840.2625504285309
PRV51031,0,2.8324324324324324,1.5567567567567568,2.0,0.8378378378378378,74.4918918918919,0.9945945945945946,1944.4324324324325,163.48108108108107,11.935135135135136,11.972972972972974,6142.648648648648,709.9027027027028,1868.0,613.2432432432432,6540.990221125199,383.22962653088143,0.882257546512569,0.36760731104690386,12990.865102013318,1529.4999506954673,2124.1824002578533,645.8851949660877,1365.2581886558667,116.25475558265033,11.935135135135136,11.972972972972974,6142.648648648648,709.9027027027028,1868.0,613.2432432432432,2233.5407283845534,164.9324511005795,0.0,0.0,0.0,0.0,0.0,0.0,1402.5807249955747,121.05906803976112,11.941721436625244,11.945934648410303,6076.778270055467,616.5791193407815,2187.540150034659,629.4967707693542,2027.2852357568092,130.9766670252481,0.6320646811393239,0.5528934154935766,11077.319999252222,1030.18924394841,2753.222570999587,729.3478317717431
PRV51032,0,2.6956521739130435,1.608695652173913,0.9130434782608695,0.0,71.17391304347827,0.9565217391304348,235.65217391304347,2.1739130434782608,11.478260869565217,12.0,8186.086956521739,1099.6521739130435,1402.608695652174,423.9130434782609,596.2063865273236,8.5048230910629,2.502172968684897,0.0,13046.004173737865,1903.6676230299063,1291.039811340612,431.8116080215241,1390.5946408663801,130.17135424961512,11.478260869565217,12.0,8186.086956521739,1099.6521739130435,1402.608695652174,423.9130434782609,2477.413406128004,198.69386887672582,0.0,0.0,0.0,0.0,0.0,0.0,446.6262555587859,22.748925024690475,11.948881502118887,11.934487116569192,4077.230000482628,469.26170118262905,1887.738656482502,556.8576876896004,1307.8572754769002,93.35463302772523,0.5954387814749269,0.7000816605094378,9273.332997207328,974.3735352095704,2440.6664119620855,720.0318335126717
PRV51035,0,2.6,1.6333333333333333,2.2666666666666666,0.4666666666666667,75.76666666666667,1.0,1085.3333333333333,47.6,12.0,11.7,3605.3333333333335,356.0,1332.0,439.3333333333333,5274.670594933627,195.31152834241058,0.0,1.643167672515498,8409.287039086437,705.8353818043529,1320.1029217973617,504.4282070740632,560.6308201058201,61.74341510341511,12.0,11.7,3605.3333333333335,356.0,1332.0,439.3333333333333,1178.1917562551787,121.70580059408624,0.0,0.0,0.0,0.0,0.0,0.0,585.7434383598605,49.257266738818814,11.939920874541382,11.9437518454455,4279.363472145585,475.0399470389105,1775.4922566021435,509.4600000625791,977.0801892296159,80.80103882682933,0.7004827072139965,0.6223051372284497,9763.817164896955,886.213657818572,2331.2652495697575,632.9156863161111
PRV51036,0,2.6258992805755397,1.6115107913669064,1.0503597122302157,0.0,74.52877697841727,1.0,269.3525179856115,5.071942446043166,11.863309352517986,11.43525179856115,5654.3165467625895,585.0935251798561,2070.5755395683454,512.0863309352518,579.1512632739048,20.299967202324442,1.2470988070884588,2.275544551302095,15075.511069537233,1182.964598083534,2159.477898454198,588.1887695469425,914.9956171925596,71.31145856541539,11.863309352517986,11.43525179856115,5654.3165467625895,585.0935251798561,2070.5755395683454,512.0863309352518,1716.6805630065264,150.8330041789467,0.0,0.0,0.0,0.0,0.0,0.0,572.9954610671135,40.853737759040015,11.941943932049256,11.909383890742447,4462.749227591186,495.4218334809043,2001.3526493110655,576.9083724713206,1206.3721726938918,99.17031622945636,0.5903323942182881,0.5925254694957467,10083.676151228732,976.7774593177378,2520.9296423728783,684.7036807087605
PRV51037,1,2.6365638766519823,1.5330396475770924,1.5330396475770924,0.23127753303964757,73.71585903083701,0.9779735682819384,753.8105726872246,56.220264317180614,11.973568281938325,11.931718061674008,3989.911894273128,644.7136563876652,2154.0308370044054,573.7444933920705,2427.046146481494,234.3333316387743,0.5631879053567185,0.8598003514753401,6930.523617167342,1433.8360416051862,2471.6858085836516,651.0552384665467,837.1853259564713,72.38811533669463,11.973568281938325,11.931718061674008,3989.911894273128,644.7136563876652,2154.0308370044054,573.7444933920705,1411.5335811062855,158.2822243313149,0.0,0.0,0.0,0.0,0.0,0.0,965.9348746444088,74.29567904311008,11.932692358432135,11.936898289662931,4968.120588705104,542.3467641830918,2126.4633867000825,614.5324988458132,1663.9007524720248,124.41124349465943,0.6554754964748822,0.5766794263207345,10217.50417127727,973.9889525433958,2730.5958232316334,727.9824762628303
PRV51038,0,2.8297872340425534,1.5319148936170213,1.7801418439716312,0.8581560283687943,73.39716312056737,0.9929078014184397,1882.9078014184397,222.8,11.914893617021276,11.936170212765957,4961.276595744681,628.6808510638298,2191.1347517730496,622.9787234042553,3612.4397254501196,433.6802389321973,1.0105823052798226,0.757936728959867,9723.513830699554,875.7871832092294,2680.126087705199,748.5202017322014,1537.9234059409278,168.9494074031934,11.914893617021276,11.936170212765957,4961.276595744681,628.6808510638298,2191.1347517730496,622.9787234042553,1630.4951266554901,177.86329293365262,0.0,0.0,0.0,0.0,0.0,0.0,1832.3068265353154,173.42083526664578,11.940553418077798,11.944418346104046,6205.6294843460955,696.8599138150106,2102.244093695166,612.8236083875564,2539.393042010375,165.9167245978579,0.6407864079117359,0.5788546200241781,11006.343315328459,1078.7467508084455,2772.259921066559,753.1726263216203
PRV51040,0,2.63953488372093,1.5348837209302326,1.6627906976744187,1.1046511627906976,72.9186046511628,0.9883720930232558,865.9302325581396,103.34117647058824,11.790697674418604,12.0,7919.53488372093,574.7441860465116,2433.0232558139537,601.8604651162791,3171.5249172846798,313.1796058912817,1.4399042375818931,0.0,17108.272227336434,1072.6053184109462,3733.0104772130244,707.8875145403639,975.4576773355843,66.13473851729667,11.790697674418604,12.0,7919.53488372093,574.7441860465116,2433.0232558139537,601.8604651162791,1823.477645541818,109.39885367049713,0.0,0.0,0.0,0.0,0.0,0.0,1473.8916763789168,95.60063953020897,11.934763346293868,11.930559507897227,5582.386921263345,554.2358503479646,1852.106167082401,543.5427502903625,2139.147601021176,118.62296217257516,0.6874852105711474,0.7050547686554574,11257.779466829987,1016.0926070803137,2538.6159412700617,694.1018245303729
PRV51041,0,2.735294117647059,1.5,2.3529411764705883,0.0,72.1470588235294,1.0,217.94117647058823,7.9411764705882355,12.0,12.0,1373.5294117647059,251.2941176470588,2287.6470588235293,613.8235294117648,562.4232171797465,24.09317918877581,0.0,0.0,3360.8538618819643,529.6992588373465,4930.283081689848,1300.365950137912,432.0160109498345,47.33403361344538,12.0,12.0,1373.5294117647059,251.2941176470588,2287.6470588235293,613.8235294117648,816.4420205367381,99.5337011716784,0.0,0.0,0.0,0.0,0.0,0.0,591.0954845970688,31.56579582592019,11.945007888311622,11.923414382382209,4517.958311168149,459.67897180250844,2136.8866057741543,616.4702955349121,1328.0914919390739,97.41299137607001,0.5509061285395737,0.6664840538488958,10304.141721234577,937.5835277973462,2512.4828509344147,688.9076412399486
